,neighborhood,business_id,hours,is_open,address,attributes,categories,city,review_count,name,longitude,state,stars,latitude,postal_code,type
31561,,vNwj8u1KbnKPQFMTd3TDWw,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-1:0', 'Saturday 11:0-1:0', 'Sunday 11:0-22:0']",1,3301 W Greenway Rd,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}""]","['Restaurants', 'Mexican']",Phoenix,86,Top Shelf Mexican Food & Cantina,-112.1298368,AZ,3.0,33.6252489,85053,business
31576,,tFcmrGLZNEymSnijoTPmqw,"['Monday 11:0-21:30', 'Tuesday 11:0-21:30', 'Wednesday 11:0-21:30', 'Thursday 11:0-21:30', 'Friday 11:0-21:30', 'Saturday 12:0-21:30']",1,3215 E Indian School Rd,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOBCorkage: yes_free', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'Corkage: False', 'GoodForKids: True', 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}""]","['Restaurants', 'Chinese']",Phoenix,178,Desert Jade,-112.012263,AZ,4.0,33.494918,85018,business
31581,Third Ward,5dSsBYJiMujrd8uJuVcJhA,"['Monday 5:30-20:0', 'Tuesday 5:30-20:0', 'Wednesday 5:30-20:0', 'Thursday 5:30-20:0', 'Friday 5:30-20:0', 'Saturday 6:0-17:0', 'Sunday 5:30-20:0']",1,"800 W Trade St, Ste 140","['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating: True', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']","['Food', 'Coffee & Tea']",Charlotte,20,Starbucks,-80.8504819996,NC,3.0,35.2336302428,28202,business
31591,,-LiVt5oFhC-AA4nCH77DjQ,"['Monday 12:0-20:0', 'Tuesday 12:0-20:0', 'Wednesday 12:0-20:0', 'Thursday 12:0-20:0', 'Friday 12:0-21:0', 'Saturday 12:0-21:0', 'Sunday 12:0-20:0']",0,"Norman Center, 1775 H Highland Rd","['Alcohol: none', 'BusinessAcceptsCreditCards: True', 'GoodForKids: True', 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']","['Restaurants', 'Pizza']",Pittsburgh,7,Artisan Pizza Company,-80.0530013,PA,4.5,40.3491472,15241,business
31824,Centennial,Cv6U-7HrrkKuh-_ec7EktQ,"['Monday 7:0-21:0', 'Tuesday 7:0-21:0', 'Wednesday 7:0-21:0', 'Thursday 7:0-21:0', 'Friday 7:0-21:0', 'Saturday 7:0-21:0', 'Sunday 7:0-21:0']",0,"5590 Painted Mirage Rd, Ste 110","['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']","['Restaurants', 'Mexican']",Las Vegas,22,The Taco Spot,-115.2564739,NV,3.0,36.2627872,89149,business
31833,,n5wZxYrle8ROuK-Saq-yyw,"['Monday 11:0-14:0', 'Monday 17:0-21:0', 'Tuesday 11:0-14:0', 'Tuesday 17:0-21:0', 'Wednesday 11:0-14:0', 'Wednesday 17:0-21:0', 'Thursday 11:0-14:0', 'Thursday 17:0-21:0', 'Friday 11:0-14:0', 'Friday 17:0-22:0', 'Saturday 17:0-22:0', 'Sunday 17:0-21:0']",1,1730 Abbey Pl,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: False', 'WiFi: no']","['Restaurants', 'Pizza']",Charlotte,85,Luisa's Brick Oven,-80.84658,NC,4.0,35.170641,28209,business
31981,,HwV2hQr7fbpiG8wODWJQ1w,"['Monday 11:0-22:30', 'Tuesday 11:0-22:30', 'Wednesday 11:0-22:30', 'Thursday 11:0-22:30', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-22:30']",1,"7340 Smith Corners Blvd, Ste 1200","['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']","['Restaurants', 'Mexican']",Charlotte,109,Azteca Mexican Restaurant,-80.841644,NC,4.0,35.3508939,28269,business
32006,Ridge & Memphis,oK_uwtOectm906rpUtHiug,,1,7413 Memphis Ave,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']","['Restaurants', 'Chinese']",Cleveland,8,China House,-81.7361833,OH,1.5,41.4397058,44144,business
32016,Bloomfield,Hi9Mq6SkJRU9E0YzPAl7PQ,"['Monday 5:30-22:0', 'Tuesday 5:30-22:0', 'Wednesday 5:30-22:0', 'Thursday 5:30-22:0', 'Friday 6:0-22:0', 'Saturday 6:0-22:0', 'Sunday 5:30-22:0']",1,5308 Liberty Ave,"['Alcohol: none', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'OutdoorSeating: True', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WiFi: free']","['Coffee & Tea', 'Food']",Pittsburgh,11,Starbucks,-79.9396789,PA,3.5,40.4560895,15224,business
32067,South Summerlin,m-xsH8VkcYtTTvp2Fa6Ajw,"['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-22:0']",1,11020 Lavender Hills Dr,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']","['Restaurants', 'Mexican']",Las Vegas,398,Pancho's,-115.334235143,NV,3.0,36.1454176827,89135,business
32094,Anthem,js1mMgFD4DEC5tGzpp6APw,"['Monday 6:0-20:0', 'Tuesday 6:0-20:0', 'Wednesday 6:0-20:0', 'Thursday 6:0-20:0', 'Friday 6:0-20:0', 'Saturday 6:0-20:0', 'Sunday 6:0-20:0']",0,10604 S Eastern Ave,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating: True', 'RestaurantsPriceRange2: 2', 'RestaurantsTakeOut: True', 'WiFi: free']","['Coffee & Tea', 'Food']",Henderson,41,Starbucks,-115.1040108,NV,3.0,35.9992908,89052,business
32216,,oXIYs7rxT-bdgpeYzBfrzA,"['Monday 9:0-21:0', 'Tuesday 9:0-21:0', 'Wednesday 9:0-21:0', 'Thursday 9:0-22:0', 'Friday 9:0-22:0', 'Saturday 8:0-22:0', 'Sunday 8:0-21:0']",1,"6661 W Bell Rd, Ste 104","['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']","['Restaurants', 'Mexican']",Glendale,86,Caramba Mexican Food,-112.200806,AZ,4.0,33.6368603,85308,business
32329,Eastside,txeee1LquHOaroqXodi4UQ,"['Monday 10:0-22:0', 'Tuesday 10:0-22:0', 'Wednesday 10:0-22:0', 'Thursday 10:0-22:0', 'Friday 10:0-23:0', 'Saturday 10:0-23:0', 'Sunday 10:0-22:0']",1,1155 E Twain Ave,"['Alcohol: none', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True']","['Restaurants', 'Pizza']",Las Vegas,3,Little Caesars Pizza,-115.138783,NV,2.5,36.1209019,89169,business
32364,Mt. Washington,3kPqtmL3EdfhCwxfIHT_iQ,,1,122 Shiloh St,"['BikeParking: True', 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating: True', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WiFi: no']","['Coffee & Tea', 'Food']",Pittsburgh,32,Grand Brew,-80.0074983,PA,3.0,40.4309706,15211,business
32411,Southeast,aTvmLm3YfTs_L290fEolEw,"['Monday 10:30-21:0', 'Tuesday 10:30-21:0', 'Wednesday 10:30-21:0', 'Thursday 10:30-21:0', 'Friday 10:30-21:0', 'Saturday 10:30-21:0', 'Sunday 11:0-20:0']",1,1263 E Silverado Ranch Blvd,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']","['Restaurants', 'Mexican']",Las Vegas,47,Zaba's Mexican Grill,-115.136409625,NV,3.0,36.013046122,89183,business
32464,Eastside,8wFiWvlfOVt1zvAvsoLw2g,"['Monday 6:0-22:0', 'Tuesday 6:0-22:0', 'Wednesday 6:0-22:0', 'Thursday 6:0-22:0', 'Friday 6:0-22:0', 'Saturday 6:0-22:0', 'Sunday 6:0-22:0']",1,2500 E Desert Inn Rd,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'DogsAllowed: False', 'GoodForKids: True', 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']","['Mexican', 'Restaurants']",Las Vegas,5,La Bonita Taco Shop,-115.115914,NV,3.5,36.130978,89169,business
32608,,2jx_SaBzvIdIwul4JoY9IA,"['Monday 10:30-20:0', 'Tuesday 10:30-20:0', 'Wednesday 10:30-20:0', 'Thursday 10:30-20:0', 'Friday 10:30-20:0', 'Saturday 10:30-20:0']",1,4709 E Southern Avenue,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']","['Restaurants', 'Chinese']",Phoenix,41,China Restaurant,-111.9802861,AZ,4.0,33.3923824,85042,business
32615,,emtAyZPvp_0b40levOzcnA,"['Monday 10:30-22:0', 'Tuesday 10:30-22:0', 'Wednesday 10:30-22:0', 'Thursday 10:30-22:0', 'Friday 10:30-22:0', 'Saturday 10:30-22:0', 'Sunday 10:30-21:0']",0,"7318 E Shea Blvd, Ste 101","['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsCounterService: True', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']","['Restaurants', 'Mexican']",Scottsdale,57,Blue Burrito Grille,-111.923882961,AZ,3.5,33.5823408974,85260,business
32731,Southeast,9fTDeI6mApFX52qYJ8z0mw,"['Monday 0:0-0:0', 'Tuesday 0:0-0:0', 'Wednesday 0:0-0:0', 'Thursday 0:0-0:0', 'Friday 0:0-0:0', 'Saturday 0:0-0:0', 'Sunday 0:0-0:0']",1,2840 E Tropicana Ave,"['Alcohol: none', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly: False', 'Caters: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: True', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WiFi: no']","['Coffee & Tea', 'Food']",Las Vegas,447,Dutch Bros. Coffee,-115.1119957,NV,4.5,36.1002631,89121,business
32735,University,T3ZpXgSw7eo4cxl7Op7G7w,,0,"4550 S Maryland Pkwy, Ste D","['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']","['Restaurants', 'Mexican']",Las Vegas,36,El Patio Mexico,-115.1370841,NV,3.0,36.1066864,89119,business
32760,Eastland,mWEltFSw33nARGPLvZiAJw,,1,4715 Central Ave,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']","['Restaurants', 'Mexican']",Charlotte,23,Tacos El Nevado,-80.763531,NC,4.0,35.2127173,28205,business
32888,,XKVWYoKaIR1CEoxMYMFPXw,,0,3331 E Tropicana Ave,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating: False', 'RestaurantsGoodForGroups: True', 'RestaurantsTableService: True']","['Chinese', 'Restaurants']",Las Vegas,3,Buffet Orient,-115.136389,NV,3.0,36.175,89136,business
32902,,xzepzXckoEc_QwYqlcfDqQ,"['Monday 8:0-17:0', 'Tuesday 8:0-17:0', 'Wednesday 8:0-17:0', 'Thursday 8:0-17:0', 'Friday 8:0-17:0']",1,7435 E Tierra Buena Ln,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating: True', 'RestaurantsPriceRange2: 1', 'WheelchairAccessible: True', 'WiFi: no']","['Coffee & Tea', 'Food']",Scottsdale,7,China Mist Tea Company,-111.9195933,AZ,4.5,33.6289641,85260,business
32905,Anthem,VZpzm3HG_YXPHvY97m05qg,,1,2300 Paseo Verde Pkwy,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']","['Pizza', 'Restaurants']",Henderson,7,Villa Pizza,-115.0895425,NV,2.5,36.0205397,89052,business
32950,Southeast,TrN8HBHBL4-Tu7cXMDoopQ,"['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:0', 'Saturday 11:0-21:0']",1,3315 E Russell Rd,"['Alcohol: beer_and_wine', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']","['Chinese', 'Restaurants']",Las Vegas,157,Golden Flower Chinese Cuisine,-115.1037793,NV,4.0,36.0856861,89120,business
33013,Eastside,GmwpYbZBpKn6K5SuQffT6A,"['Monday 4:30-21:0', 'Tuesday 4:30-21:0', 'Wednesday 4:30-21:0', 'Thursday 4:30-21:0', 'Friday 4:30-21:0', 'Saturday 5:30-21:0', 'Sunday 5:30-21:0']",1,"3805 E Flamingo Rd, Ste 100","['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating: True', 'RestaurantsDelivery: False', 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True', 'WiFi: free']","['Food', 'Coffee & Tea']",Las Vegas,44,Starbucks,-115.0915579,NV,3.0,36.1149362,89121,business
33121,,q8zJESZE4ywTGS2pEQIrGQ,,1,1520 N Eastern Ave,"['BusinessAcceptsCreditCards: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True']","['Restaurants', 'Mexican']",Las Vegas,10,La Choza,-115.115738511,NV,3.5,36.1865720344,89101,business
33226,Spring Valley,f5AenP5rsrnLo9tKtenIew,"['Monday 10:30-22:0', 'Tuesday 10:30-22:0', 'Wednesday 10:30-22:0', 'Thursday 10:30-22:0', 'Friday 10:30-22:0', 'Saturday 10:30-22:0', 'Sunday 10:30-22:0']",0,5479 S Rainbow Blvd,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']","['Chinese', 'Restaurants']",Las Vegas,27,Cheng's Express,-115.2431996,NV,2.5,36.0894888,89118,business
